"nodeID","nodeLabel","latitude","longitude","country_name","country_ISO3"
"3","Γαστούνη",37.8552499999998,21.2609409999998,"Greece","GRC"
"8","Καβάσιλας",37.8761054999999,21.2669864999998,"Greece","GRC"
"11","Λεχαινά",37.9368789999999,21.2673749999998,"Greece","GRC"
"12","Ανδραβίδα",37.9072074999999,21.2675469999998,"Greece","GRC"
"17","Αμπελόκαμπος",37.8264749999998,21.3073259999998,"Greece","GRC"
"20","Κουρτέσι",37.9791114999998,21.3178469999998,"Greece","GRC"
"22","Δουναίικα",37.7449179999998,21.3191484999998,"Greece","GRC"
"23","Άγιος Ηλίας",37.7188479999999,21.3194134999998,"Greece","GRC"
"28","Καρδαμάς",37.7693514999999,21.3326599999998,"Greece","GRC"
"30","Μυρτιά",37.6997879999998,21.3377529999998,"Greece","GRC"
"35","Αμαλιάδα",37.7952594999998,21.3458404999998,"Greece","GRC"
"38","Σκουροχώριο",37.6921299999998,21.3575844999998,"Greece","GRC"
"40","Βάρδα",38.0324554999999,21.3634914999998,"Greece","GRC"
"45","Μανολάς",38.0513589999998,21.3794004999998,"Greece","GRC"
"50","Λασταίικα - Βυτιναίικα",37.6899749999999,21.3984484999998,"Greece","GRC"
"52","Φλώρινα",40.7806134999998,21.4148849999998,"Greece","GRC"
"54","Λάπας",38.0985964999998,21.4180604999998,"Greece","GRC"
"60","Πύργος",37.6762344999999,21.4354029999998,"Greece","GRC"
"64","Λαμπέτι",37.6803789999998,21.4499624999998,"Greece","GRC"
"66",,40.7948019999999,21.4635954999998,"Greece","GRC"
"69","Σαγαίικα",38.1189784999999,21.4679899999998,"Greece","GRC"
"71",,40.7934899999998,21.4713079999998,"Greece","GRC"
"75","Μεσονήσι",40.7954744999998,21.4734099999998,"Greece","GRC"
"77",,40.7921779999999,21.4742759999998,"Greece","GRC"
"78",,40.7898459999998,21.4787564999998,"Greece","GRC"
"89","Αλφειός",37.6537869999999,21.5031564999998,"Greece","GRC"
"98","Κάτω Αχαΐα",38.1460604999999,21.5611159999998,"Greece","GRC"
"99","Βεύη",40.7731229999999,21.5708889999998,"Greece","GRC"
"107","Καλαμπάκα",39.7044169999999,21.6224799999998,"Greece","GRC"
"113","Κλειδί",40.7438504999999,21.6327824999998,"Greece","GRC"
"114","Ξινό Νερό",40.6913664999998,21.6338329999998,"Greece","GRC"
"125","Βραχναίικα",38.1656999999998,21.6718894999998,"Greece","GRC"
"133","Θεόπετρα",39.6733334999998,21.6761324999998,"Greece","GRC"
"137",,40.6894954999999,21.6792554999998,"Greece","GRC"
"138",,40.6885019999999,21.6793974999998,"Greece","GRC"
"139",,40.6896619999999,21.6809789999998,"Greece","GRC"
"140",,40.6898289999999,21.6815924999998,"Greece","GRC"
"142","Αμύνταιον",40.6908809999998,21.6856119999998,"Greece","GRC"
"144","Λακκιά",40.6395224999999,21.6887634999998,"Greece","GRC"
"151","Πτολεμαΐδα",40.5154999999999,21.6940139999998,"Greece","GRC"
"153","Βασιλική",39.6310834999998,21.6941664999998,"Greece","GRC"
"154","Φιλώτας",40.6069784999999,21.6947319999998,"Greece","GRC"
"173","Άγιος Ανδρέας",38.2402174999999,21.7273294999998,"Greece","GRC"
"174","Κεφαλόβρυσο",39.5920604999999,21.7292899999998,"Greece","GRC"
"179","Πάτρα",38.2498709999998,21.7350634999998,"Greece","GRC"
"180","Άγιος Παντελεήμων",40.7211049999999,21.7363734999998,"Greece","GRC"
"190","Κόμανος",40.4623579999999,21.7548489999998,"Greece","GRC"
"195","Τρίκαλα",39.5460779999999,21.7632219999998,"Greece","GRC"
"205","Ρίο",38.3008249999999,21.7821919999998,"Greece","GRC"
"206","Βεγορίτιδα",40.8028884999999,21.7859209999998,"Greece","GRC"
"209","Μαγούλα",39.4508454999998,21.7882009999998,"Greece","GRC"
"211","Μαγούλα (Παλαιός)",39.4614384999998,21.7888609999998,"Greece","GRC"
"214","Μαυροδένδριο",40.3935809999998,21.7908944999998,"Greece","GRC"
"215","Κοζάνη",40.2944599999998,21.7930479999998,"Greece","GRC"
"226","Άρνισσα",40.7979634999999,21.8349624999998,"Greece","GRC"
"234","Ισάρι",39.3818919999999,21.8713354999998,"Greece","GRC"
"243","Καρδίτσα",39.3539279999999,21.9149279999998,"Greece","GRC"
"256","Άγρα",40.8097489999998,21.9812644999998,"Greece","GRC"
"265","Μεσσήνη",37.0501799999999,22.0141594999998,"Greece","GRC"
"274","Έδεσσα",40.8089119999999,22.0498319999998,"Greece","GRC"
"281","Σοφάδες",39.3407244999999,22.0852119999998,"Greece","GRC"
"289","Καλαμάτα",37.0377099999999,22.1090789999998,"Greece","GRC"
"290","Παραλία Καλαμάτας",37.0278424999998,22.1098589999998,"Greece","GRC"
"296","Γαρέφι",40.8046464999998,22.1292809999998,"Greece","GRC"
"299","Νάουσα",40.6217469999999,22.1340899999998,"Greece","GRC"
"305","Επισκοπή",40.6861119999999,22.1409234999998,"Greece","GRC"
"310","Σκύδρα",40.7680414999998,22.1577299999998,"Greece","GRC"
"316","Θερμά",39.1228544999998,22.1631179999998,"Greece","GRC"
"327",,39.1015124999998,22.1841334999998,"Greece","GRC"
"328",,39.1032184999999,22.1845274999998,"Greece","GRC"
"330",,39.0995454999999,22.1864494999998,"Greece","GRC"
"332",,39.0937874999998,22.1894764999998,"Greece","GRC"
"333",,39.0938944999999,22.1898029999998,"Greece","GRC"
"336","Αγγείες",39.0908024999999,22.1914244999998,"Greece","GRC"
"340","Κυφαίρα",39.1396914999999,22.1965539999998,"Greece","GRC"
