"nodeID","nodeLabel","latitude","longitude","country_name","country_ISO3"
"1","Vaasa",63.0976379999998,21.6218679999998,"Finland","FIN"
"6","Pori",61.4772159999998,21.7868844999998,"Finland","FIN"
"12","Harjavalta",61.3097024999998,22.1332534999998,"Finland","FIN"
"15","Tervajoki",63.0008229999998,22.1711204999998,"Finland","FIN"
"17","Turun satama",60.4346264999998,22.2236149999998,"Finland","FIN"
"22","Turku",60.4538399999998,22.2521564999998,"Finland","FIN"
"23",,60.4589439999998,22.2677354999998,"Finland","FIN"
"24",,60.4609434999998,22.2738129999998,"Finland","FIN"
"25",,60.4628244999998,22.2792454999998,"Finland","FIN"
"26",,60.4601879999998,22.2834809999998,"Finland","FIN"
"31","Kupittaa",60.4503109999998,22.2971049999998,"Finland","FIN"
"33","Kokemäki",61.2542099999998,22.3033099999998,"Finland","FIN"
"51","Pännäinen",63.5954379999998,22.7902774999998,"Finland","FIN"
"57",,62.7962834999998,22.8346934999998,"Finland","FIN"
"58",,62.7963169999998,22.8349599999998,"Finland","FIN"
"59",,62.7957284999998,22.8360384999998,"Finland","FIN"
"61","Seinäjoki",62.7919109999998,22.8444529999998,"Finland","FIN"
"62",,62.7814199999998,22.8660174999998,"Finland","FIN"
"64","Vammala",61.3494589999998,22.8876529999998,"Finland","FIN"
"65",,62.7721304999998,22.8933634999998,"Finland","FIN"
"68",,62.7652829999998,22.9060964999998,"Finland","FIN"
"70",,62.7601154999998,22.9337834999998,"Finland","FIN"
"78","Hanko",59.8268124999998,22.9683364999998,"Finland","FIN"
"87","Lapua",62.9713094999998,23.0142369999998,"Finland","FIN"
"92","Kauhava",63.0995684999998,23.0353549999998,"Finland","FIN"
"96","Karkku",61.4434464999998,23.0494879999998,"Finland","FIN"
"99","Loimaa",60.8475029999998,23.0603749999998,"Finland","FIN"
"106","Parkano",62.0520224999998,23.0782984999998,"Finland","FIN"
"125","Salo",60.3847524999998,23.1215049999998,"Finland","FIN"
"130","Kokkola",63.8346759999998,23.1315544999998,"Finland","FIN"
"146","Lappohja",59.9041579999998,23.2368999999998,"Finland","FIN"
"158","Humppila",60.9194944999998,23.3624959999998,"Finland","FIN"
"163","Tammisaari",59.9795349999998,23.4432704999998,"Finland","FIN"
"166","Dragsvik",59.9900634999998,23.4881464999998,"Finland","FIN"
"170","Nokia",61.4818644999998,23.5011394999998,"Finland","FIN"
"181","Alavus",62.6177684999998,23.6004404999998,"Finland","FIN"
"190",,60.0604349999998,23.6425169999998,"Finland","FIN"
"191",,60.0628159999998,23.6427434999998,"Finland","FIN"
"192",,60.0645599999998,23.6514269999998,"Finland","FIN"
"194","Karjaa",60.0686984999998,23.6612509999998,"Finland","FIN"
"197",,61.5125634999998,23.6700599999998,"Finland","FIN"
"198",,61.5096059999998,23.6748489999998,"Finland","FIN"
"200",,61.5094229999998,23.6879929999998,"Finland","FIN"
"201",,61.5093159999998,23.6887569999998,"Finland","FIN"
"203",,60.0773384999998,23.7060749999998,"Finland","FIN"
"204","Ylitornio",66.3855199999998,23.7096779999998,"Finland","FIN"
"206",,60.0785669999998,23.7172854999998,"Finland","FIN"
"207",,60.0787569999998,23.7212679999998,"Finland","FIN"
"208","Tuuri",62.6039739999998,23.7348274999998,"Finland","FIN"
"209",,60.0850574999998,23.7366494999998,"Finland","FIN"
"212",,61.4602679999998,23.7502424999998,"Finland","FIN"
"217","Lempäälä",61.3132604999998,23.7545159999998,"Finland","FIN"
"221",,61.4647039999998,23.7591129999998,"Finland","FIN"
"223",,61.4665664999998,23.7639074999998,"Finland","FIN"
"224",,61.4743884999998,23.7673894999998,"Finland","FIN"
"228","Viiala",61.2112119999998,23.7711659999998,"Finland","FIN"
"230","Tampere",61.4985169999998,23.7735209999998,"Finland","FIN"
"231",,61.4946879999998,23.7736584999998,"Finland","FIN"
"232",,61.4877059999998,23.7738844999998,"Finland","FIN"
"233",,61.4803819999998,23.7744679999998,"Finland","FIN"
"234",,61.4924234999998,23.7762944999998,"Finland","FIN"
"235",,61.4907089999998,23.7764909999998,"Finland","FIN"
"237",,61.4915344999998,23.7814669999998,"Finland","FIN"
"238",,61.4915279999998,23.7817599999998,"Finland","FIN"
"244","Kolari",67.3488324999998,23.8362774999998,"Finland","FIN"
"247","Toijala",61.1705584999998,23.8614994999998,"Finland","FIN"
"250",,61.1671949999998,23.8750464999998,"Finland","FIN"
"253",,61.1663819999998,23.8782864999998,"Finland","FIN"
"254",,61.1626039999998,23.8843399999998,"Finland","FIN"
"255",,61.1648499999998,23.8864029999998,"Finland","FIN"
"257","Kannus",63.8983189999998,23.9148994999998,"Finland","FIN"
"260","Pello",66.7847709999998,23.9935524999998,"Finland","FIN"
"263","Ähtäri",62.5535144999998,24.0635924999998,"Finland","FIN"
"266","Iittala",61.0902809999998,24.1415654999998,"Finland","FIN"
"270",,65.8456499999998,24.1637944999998,"Finland","FIN"
"271","Tornio",65.8456464999998,24.1637949999998,"Finland","FIN"
"273",,65.8493614999998,24.1658339999998,"Finland","FIN"
"275",,65.8541264999998,24.1679504999998,"Finland","FIN"
"277",,65.8600669999998,24.1697344999998,"Finland","FIN"
"279",,65.8508979999998,24.1766909999998,"Finland","FIN"
"282","Eläinpuisto-Zoo",62.5402714999998,24.1932224999998,"Finland","FIN"
"284",,65.8503979999998,24.2167494999998,"Finland","FIN"
"285","Siuntio",60.1407024999998,24.2222559999998,"Finland","FIN"
"291","Myllymäki",62.5247859999998,24.2807514999998,"Finland","FIN"
"298","Parola",61.0499444999998,24.3664884999998,"Finland","FIN"
